,Date,%,Country,Region,Source,Pct,Network Pct,MWh,Regional Energy Consumption,Fossil Fuel,Pounds CO2 per MWh,Tons of CO2
149,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Oil,0.0074410168728019895,0.0004464610123681193,2888203.9831851223,1289.4704742584643,Oil,2130.0,1245.819983475925
150,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Other renewables,9.84717577090594e-06,5.908305462543563e-07,2888203.9831851223,1.7064391370792735,0,0.0,0.0
151,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Solar,0.0023239334819338,0.000139436008916028,2888203.9831851223,402.71963635070824,0,0.0,0.0
152,2020-01-31 00:00:00+00:00,0.06,Kazakhstan,Kazakhstan,Wind,0.0054060994982273606,0.0003243659698936416,2888203.9831851223,936.8350862565211,0,0.0,0.0
153,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Coal,0.410636150883204,0.00821272301766408,2888203.9831851223,23720.019332413533,Coal,2210.0,23777.7961493012
154,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Gas,0.395824278710497,0.007916485574209941,2888203.9831851223,22864.42516826071,Gas,910.0,9437.695623808642
155,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Hydro,0.164154570186877,0.0032830914037375405,2888203.9831851223,9482.237669435599,0,0.0,0.0
156,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Nuclear,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
157,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Oil,0.0149388248632824,0.00029877649726564804,2888203.9831851223,862.9274694847435,Oil,2130.0,833.716092950973
158,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Other renewables,0.0095332065514439,0.000190664131028878,2888203.9831851223,550.6769026881354,0,0.0,0.0
159,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Solar,0.00491296880469517,9.82593760939034e-05,2888203.9831851223,283.7931214196968,0,0.0,0.0
160,2020-01-31 00:00:00+00:00,0.02,Malaysia,Malaysia,Wind,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
161,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Coal,0.1649,0.0,2888203.9831851223,0.0,Coal,2210.0,0.0
162,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Gas,0.5871,0.0,2888203.9831851223,0.0,Gas,910.0,0.0
163,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Hydro,0.0006,0.0,2888203.9831851223,0.0,0,0.0,0.0
164,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Nuclear,0.0322,0.0,2888203.9831851223,0.0,0,0.0,0.0
165,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Oil,0.0116,0.0,2888203.9831851223,0.0,Oil,2130.0,0.0
166,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Other renewables,0.0663,0.0,2888203.9831851223,0.0,0,0.0,0.0
167,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Solar,0.0425,0.0,2888203.9831851223,0.0,0,0.0,0.0
168,2020-01-31 00:00:00+00:00,0.0,Netherlands,Netherlands,Wind,0.09480000000000001,0.0,2888203.9831851223,0.0,0,0.0,0.0
169,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Coal,0.0,0.0,2888203.9831851223,0.0,Coal,2210.0,0.0
170,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Gas,0.017886324668273702,0.00017886324668273703,2888203.9831851223,516.5935415145042,Gas,910.0,213.23311520672348
171,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Hydro,0.936726868941328,0.00936726868941328,2888203.9831851223,27054.582740328715,0,0.0,0.0
172,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Nuclear,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
173,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Oil,0.0,0.0,2888203.9831851223,0.0,Oil,2130.0,0.0
174,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Other renewables,0.0034011043908621203,3.40110439086212e-05,2888203.9831851223,98.23083248916384,0,0.0,0.0
175,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Solar,9.84729556374335e-05,9.84729556374335e-07,2888203.9831851223,2.8440998270804725,0,0.0,0.0
176,2020-01-31 00:00:00+00:00,0.01,Norway,Norway,Wind,0.0418872290438983,0.000418872290438983,2888203.9831851223,1209.7886176917461,0,0.0,0.0
177,2020-01-31 00:00:00+00:00,0.01,Russia,Leningrad Oblast,Coal,0.0,0.0,2888203.9831851223,0.0,Coal,2210.0,0.0
178,2020-01-31 00:00:00+00:00,0.01,Russia,Leningrad Oblast,Gas,0.0,0.0,2888203.9831851223,0.0,Gas,910.0,0.0
179,2020-01-31 00:00:00+00:00,0.01,Russia,Leningrad Oblast,Hydro,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
180,2020-01-31 00:00:00+00:00,0.01,Russia,Leningrad Oblast,Nuclear,0.0,0.0,2888203.9831851223,0.0,0,0.0,0.0
181,2020-01-31 00:00:00+00:00,0.01,Russia,Leningrad Oblast,Oil,0.0,0.0,2888203.9831851223,0.0,Oil,2130.0,0.0
